"season","workingday","temp","hum","windspeed","cnt","is_winter"
3,1,0.74,0.51,0.2836,530,0
3,1,0.7,0.65,0.194,483,0
3,1,0.7,0.58,0.4478,441,0
3,1,0.76,0.45,0.3284,600,0
3,1,0.76,0.45,0.2239,570,0
3,1,0.7,0.54,0.1642,487,0
3,1,0.8,0.49,0.2239,552,0
3,1,0.76,0.55,0.2537,556,0
3,1,0.66,0.74,0.2836,420,0
3,1,0.8,0.46,0.2985,409,0
3,1,0.76,0.55,0.2537,274,0
3,1,0.66,0.83,0,398,0
3,1,0.76,0.58,0.5224,527,0
3,1,0.76,0.58,0.5224,425,0
3,0,0.66,0.69,0,133,0
3,0,0.8,0.49,0.194,383,0
3,0,0.76,0.58,0.2537,394,0
3,0,0.7,0.79,0.2239,92,0
3,0,0.72,0.79,0.1343,270,0
3,0,0.72,0.79,0.2537,311,0
3,1,0.66,0.61,0.3284,351,0
3,1,0.74,0.27,0.3284,591,0
3,1,0.72,0.28,0.2985,609,0
3,1,0.62,0.5,0,504,0
3,1,0.72,0.34,0.2239,472,0
3,1,0.72,0.34,0.194,519,0
3,1,0.62,0.69,0.1343,468,0
3,1,0.76,0.52,0.3582,567,0
3,1,0.74,0.55,0.2985,621,0
3,1,0.7,0.74,0.2985,484,0
3,1,0.72,0.84,0,312,0
3,1,0.72,0.84,0.1343,408,0
3,1,0.66,0.83,0.1045,404,0
3,1,0.74,0.74,0.2537,489,0
3,1,0.74,0.74,0.1343,410,0
3,0,0.7,0.84,0.2537,76,0
3,0,0.64,0.89,0.8358,16,0
3,0,0.62,0.83,0.4179,8,0
3,0,0.76,0.4,0.2985,398,0
3,0,0.74,0.42,0.2239,402,0
3,1,0.62,0.57,0.2537,404,0
3,1,0.7,0.47,0.2239,591,0
3,1,0.66,0.47,0.2537,547,0
3,1,0.62,0.57,0.1343,493,0
3,1,0.72,0.42,0.194,611,0
3,1,0.7,0.45,0.1642,576,0
3,1,0.62,0.69,0,467,0
3,1,0.72,0.45,0.1343,608,0
3,1,0.7,0.51,0.2239,565,0
3,1,0.62,0.73,0.1343,498,0
3,1,0.72,0.54,0.2537,628,0
3,1,0.72,0.54,0.2239,531,0
3,1,0.62,0.78,0.194,456,0
3,1,0.68,0.65,0.1642,455,0
3,1,0.68,0.65,0.194,355,0
3,0,0.64,0.69,0.1642,89,0
3,0,0.72,0.7,0.2239,371,0
3,0,0.72,0.7,0.1642,339,0
3,0,0.66,0.78,0.1642,70,0
3,0,0.76,0.66,0.2239,376,0
3,0,0.76,0.66,0.194,356,0
3,0,0.66,0.78,0.194,101,0
3,0,0.66,0.89,0.1045,114,0
3,0,0.66,0.89,0.0896,123,0
3,1,0.54,0.83,0.3881,364,0
3,1,0.54,0.88,0.3881,291,0
3,1,0.54,0.88,0.3881,373,0
3,1,0.62,0.94,0.0896,328,0
3,1,0.64,0.89,0,285,0
3,1,0.64,0.89,0,237,0
3,1,0.62,0.94,0.1343,195,0
3,1,0.64,0.94,0.2836,113,0
3,1,0.64,0.94,0.3582,68,0
3,1,0.62,0.94,0.1642,288,0
3,1,0.7,0.79,0.2537,505,0
3,1,0.7,0.79,0.194,410,0
3,0,0.62,0.83,0.1642,119,0
3,0,0.74,0.55,0.2239,460,0
3,0,0.72,0.58,0.194,360,0
3,0,0.64,0.78,0,94,0
3,0,0.72,0.51,0.1343,380,0
3,0,0.68,0.65,0.2985,339,0
3,1,0.6,0.78,0.0896,408,0
3,1,0.72,0.51,0.1642,590,0
3,1,0.7,0.54,0.194,571,0
3,1,0.6,0.81,0.1045,425,0
3,1,0.74,0.51,0.2239,579,0
3,1,0.7,0.61,0.1642,539,0
3,1,0.62,0.83,0.1642,429,0
3,1,0.76,0.52,0.2836,599,0
3,1,0.72,0.62,0.1642,586,0
3,1,0.64,0.73,0.1343,391,0
3,1,0.48,0.82,0.4627,261,0
3,1,0.48,0.67,0.6119,244,0
3,1,0.42,0.67,0.2239,409,0
3,1,0.52,0.48,0.1343,566,0
3,1,0.52,0.52,0.1642,482,0
3,0,0.46,0.77,0.2537,108,0
3,0,0.52,0.72,0.2239,359,0
3,0,0.52,0.72,0.2239,329,0
3,0,0.46,0.72,0.2537,69,0
3,0,0.56,0.64,0.194,325,0
3,0,0.56,0.6,0.1045,289,0
3,1,0.52,0.77,0.1343,420,0
3,1,0.58,0.64,0.1343,568,0
3,1,0.56,0.68,0.1343,540,0
3,1,0.54,0.94,0.2537,209,0
3,1,0.6,0.83,0.1045,511,0
3,1,0.6,0.83,0.1045,492,0
3,1,0.54,1,0.1045,462,0
3,1,0.66,0.74,0.1642,536,0
3,1,0.64,0.83,0.1642,408,0
3,1,0.6,1,0.1642,415,0
3,1,0.66,0.78,0.0896,563,0
3,1,0.64,0.83,0.1045,551,0
4,1,0.62,0.94,0.1343,317,0
4,1,0.6,1,0,99,0
4,1,0.6,1,0,234,0
4,0,0.58,0.9,0.0896,121,0
4,0,0.66,0.74,0.1045,426,0
4,0,0.64,0.78,0.1045,400,0
4,0,0.62,0.88,0,86,0
4,0,0.68,0.74,0,420,0
4,0,0.68,0.74,0,404,0
4,1,0.62,0.94,0,355,0
4,1,0.7,0.7,0.1343,570,0
4,1,0.66,0.83,0.1045,553,0
4,1,0.64,0.89,0.1045,427,0
4,1,0.66,0.89,0.194,530,0
4,1,0.64,0.89,0.2239,356,0
4,1,0.62,0.94,0.2239,287,0
4,1,0.7,0.7,0.2239,591,0
4,1,0.66,0.83,0.2537,524,0
4,1,0.6,0.83,0,431,0
4,1,0.66,0.47,0.2985,589,0
4,1,0.64,0.41,0.2239,584,0
4,1,0.54,0.77,0.1343,456,0
4,1,0.62,0.53,0.194,591,0
4,1,0.58,0.49,0.3582,511,0
4,0,0.4,0.76,0.3284,67,0
4,0,0.4,0.76,0.194,228,0
4,0,0.38,0.87,0.2239,140,0
4,0,0.34,0.76,0.194,64,0
4,0,0.36,0.87,0.1642,167,0
4,0,0.36,0.81,0.194,174,0
4,1,0.36,0.71,0.1045,372,0
4,1,0.4,0.76,0.1642,495,0
4,1,0.4,0.76,0.1642,412,0
4,1,0.44,0.77,0.2239,400,0
4,1,0.56,0.6,0.3881,585,0
4,1,0.54,0.64,0.2836,524,0
4,1,0.52,0.63,0,467,0
4,1,0.64,0.47,0.2537,591,0
4,1,0.6,0.53,0.1642,593,0
4,1,0.44,0.62,0.1642,457,0
4,1,0.56,0.52,0.1343,568,0
4,1,0.54,0.64,0.0896,538,0
4,1,0.46,0.82,0,417,0
4,1,0.6,0.56,0.2537,563,0
4,1,0.56,0.6,0.0896,465,0
4,0,0.46,0.82,0,103,0
4,0,0.62,0.5,0.1343,393,0
4,0,0.6,0.46,0.1045,359,0
4,0,0.46,0.88,0,107,0
4,0,0.62,0.61,0.1045,438,0
4,0,0.64,0.5,0.1045,414,0
4,0,0.52,0.83,0,254,0
4,0,0.66,0.54,0.1045,459,0
4,0,0.64,0.53,0,473,0
4,1,0.56,0.83,0.1045,406,0
4,1,0.6,0.78,0.2537,604,0
4,1,0.6,0.78,0.2239,539,0
4,1,0.54,0.88,0.3881,404,0
4,1,0.54,0.94,0.2239,251,0
4,1,0.54,0.94,0.1343,172,0
4,1,0.54,1,0.0896,209,0
4,1,0.62,0.83,0.2537,479,0
4,1,0.62,0.83,0.2537,268,0
4,1,0.56,0.9,0.1642,209,0
4,1,0.58,0.46,0.4179,481,0
4,1,0.54,0.39,0.2836,423,0
4,0,0.46,0.59,0.2836,125,0
4,0,0.58,0.32,0.2836,441,0
4,0,0.54,0.39,0.194,372,0
4,0,0.44,0.62,0.194,99,0
4,0,0.58,0.49,0.4627,405,0
4,0,0.56,0.49,0.4478,328,0
4,1,0.5,0.51,0.2537,414,0
4,1,0.56,0.64,0.1343,620,0
4,1,0.56,0.6,0,518,0
4,1,0.5,0.77,0.0896,499,0
4,1,0.6,0.6,0.1343,625,0
4,1,0.56,0.68,0.1045,570,0
4,1,0.54,0.7,0.4925,210,0
4,1,0.56,0.94,0.1642,181,0
4,1,0.56,1,0.1642,140,0
4,1,0.44,0.67,0.5224,426,0
4,1,0.48,0.48,0.3881,494,0
4,1,0.46,0.51,0.2985,469,0
4,1,0.4,0.62,0.194,402,0
4,1,0.46,0.51,0.2537,524,0
4,1,0.44,0.54,0.2537,397,0
4,0,0.4,0.71,0,114,0
4,0,0.46,0.55,0.1343,360,0
4,0,0.44,0.54,0.0896,335,0
4,0,0.36,0.87,0.1343,88,0
4,0,0.5,0.63,0.1343,340,0
4,0,0.5,0.63,0.1045,284,0
4,1,0.42,0.88,0.1642,398,0
4,1,0.52,0.68,0.1343,614,0
4,1,0.54,0.6,0.0896,486,0
4,1,0.44,0.72,0,408,0
4,1,0.56,0.37,0.1045,585,0
4,1,0.52,0.42,0.1045,518,0
4,1,0.44,0.67,0.194,464,0
4,1,0.52,0.77,0.1045,454,0
4,1,0.52,0.77,0.1642,453,0
4,1,0.48,0.88,0.194,316,0
4,1,0.5,0.72,0.4627,322,0
4,1,0.48,0.67,0.4627,240,0
4,1,0.3,0.61,0.2836,374,0
4,1,0.36,0.5,0.1343,446,0
4,1,0.36,0.53,0.1642,368,0
4,0,0.28,0.87,0.3582,20,0
4,0,0.22,0.93,0.3284,31,0
4,0,0.22,0.93,0.3284,43,0
4,0,0.26,0.7,0.2239,80,0
4,0,0.4,0.35,0.1045,245,0
4,0,0.36,0.4,0.1343,213,0
4,1,0.28,0.87,0,372,0
4,1,0.42,0.54,0.1343,486,0
4,1,0.4,0.66,0.0896,422,0
4,1,0.36,0.71,0.2537,419,0
4,1,0.44,0.54,0.1642,506,0
4,1,0.42,0.58,0.1045,460,0
4,1,0.32,0.87,0,472,0
4,1,0.44,0.62,0.194,553,0
4,1,0.42,0.71,0.1642,479,0
4,1,0.34,0.81,0.0896,402,0
4,1,0.48,0.55,0.0896,498,0
4,1,0.46,0.63,0.1343,433,0
4,1,0.4,0.87,0.3582,395,0
4,1,0.42,0.38,0.3582,480,0
4,1,0.42,0.32,0.4627,374,0
4,0,0.28,0.56,0.3284,84,0
4,0,0.38,0.4,0.1642,334,0
4,0,0.36,0.5,0.0896,237,0
4,0,0.28,0.87,0.0896,90,0
4,0,0.44,0.62,0.1642,256,0
4,0,0.42,0.71,0.1045,185,0
4,1,0.3,1,0.0896,410,0
4,1,0.5,0.45,0.1642,528,0
4,1,0.46,0.59,0.1045,425,0
4,1,0.32,0.93,0.1045,466,0
4,1,0.52,0.43,0.1642,499,0
4,1,0.48,0.55,0.1343,462,0
4,1,0.32,0.93,0,456,0
4,1,0.46,0.63,0.1045,485,0
4,1,0.44,0.67,0.1045,408,0
4,1,0.4,0.94,0.0896,436,0
4,1,0.36,0.81,0.2239,177,0
4,1,0.36,0.81,0.1642,273,0
4,0,0.3,0.42,0.3582,258,0
4,0,0.34,0.39,0.3284,310,0
4,0,0.34,0.39,0.2537,208,0
4,0,0.26,0.7,0.194,101,0
4,0,0.5,0.34,0.2537,285,0
4,0,0.42,0.58,0.194,203,0
4,0,0.34,0.66,0.0896,79,0
4,0,0.52,0.27,0.3284,231,0
4,0,0.52,0.27,0.3284,190,0
4,1,0.46,0.67,0.194,452,0
4,1,0.62,0.46,0.2537,519,0
4,1,0.56,0.56,0.2836,489,0
4,1,0.54,0.68,0.1045,480,0
4,1,0.5,0.72,0.194,451,0
4,1,0.5,0.72,0.2836,441,0
4,1,0.46,0.94,0,232,0
4,1,0.48,0.88,0.194,233,0
4,1,0.46,0.88,0.3881,189,0
4,1,0.34,0.61,0.2985,355,0
4,1,0.32,0.42,0.3881,399,0
4,1,0.32,0.39,0.194,307,0
4,1,0.22,0.44,0.194,375,0
4,1,0.32,0.31,0.1343,378,0
4,1,0.3,0.36,0.1642,328,0
4,0,0.26,0.56,0.2537,92,0
4,0,0.4,0.4,0.194,232,0
4,0,0.38,0.46,0.1343,208,0
4,0,0.42,0.71,0.2836,65,0
4,0,0.52,0.63,0.194,203,0
4,0,0.54,0.64,0.194,145,0
4,1,0.46,0.94,0,391,0
4,1,0.42,0.94,0.2985,210,0
4,1,0.42,0.88,0.194,192,0
4,1,0.38,0.94,0.2239,190,0
4,1,0.44,1,0.0896,165,0
4,1,0.44,1,0,148,0
4,1,0.48,0.94,0.1045,323,0
4,1,0.38,0.71,0.3881,163,0
4,1,0.4,0.58,0.5224,145,0
4,0,0.3,0.65,0.0896,46,0
4,0,0.48,0.33,0.1045,74,0
4,0,0.42,0.5,0.0896,37,0
4,1,0.26,0.81,0.1343,74,0
4,1,0.5,0.34,0.1045,184,0
4,1,0.46,0.44,0.0896,153,0
4,0,0.32,0.76,0.0896,60,0
4,0,0.46,0.47,0.1343,184,0
4,0,0.42,0.62,0.1642,185,0
4,0,0.4,0.82,0.2985,42,0
4,0,0.54,0.56,0.194,204,0
4,0,0.5,0.63,0.1642,155,0
4,1,0.42,0.94,0,407,0
4,1,0.58,0.56,0.194,468,0
4,1,0.56,0.64,0.2239,416,0
4,1,0.54,0.77,0.2836,449,0
4,1,0.4,0.87,0.2985,354,0
4,1,0.4,0.82,0.2985,358,0
4,1,0.28,0.81,0.194,478,0
4,1,0.34,0.49,0.3284,380,0
4,1,0.34,0.49,0.3284,376,0
4,1,0.26,0.6,0.3284,477,0
4,1,0.36,0.46,0.1343,418,0
4,1,0.36,0.43,0.1045,405,0
4,1,0.24,0.87,0,445,0
4,1,0.42,0.38,0,411,0
4,1,0.4,0.5,0,372,0
4,0,0.24,0.75,0.0896,63,0
4,0,0.36,0.62,0,232,0
4,0,0.34,0.53,0.1343,224,0
4,0,0.26,0.87,0,55,0
4,0,0.38,0.76,0.1343,245,0
4,0,0.38,0.71,0,171,0
4,1,0.32,0.93,0,404,0
4,1,0.42,0.77,0,446,0
4,1,0.44,0.77,0,399,0
4,1,0.46,0.94,0.194,414,0
4,1,0.46,1,0.2239,262,0
4,1,0.46,1,0.2836,304,0
4,1,0.44,1,0,86,0
4,1,0.4,1,0.3284,52,0
4,1,0.4,0.94,0.2985,51,0
4,1,0.22,0.55,0.2836,429,0
4,1,0.3,0.49,0.1045,331,0
4,1,0.28,0.52,0.2239,318,0
4,1,0.24,0.81,0,385,0
4,1,0.34,0.66,0.1045,362,0
4,1,0.34,0.61,0,318,0
4,0,0.26,0.65,0.1343,73,0
4,0,0.28,0.36,0.3284,185,0
4,0,0.26,0.38,0.2239,172,0
4,0,0.16,0.69,0,72,0
4,0,0.28,0.3,0,163,0
4,0,0.24,0.48,0.194,163,0
4,1,0.16,0.8,0.1045,385,0
4,1,0.3,0.56,0,359,0
4,1,0.3,0.56,0.0896,357,0
4,1,0.2,0.69,0.1045,400,0
4,1,0.36,0.4,0.194,398,0
4,1,0.34,0.42,0.2239,382,0
4,1,0.26,0.87,0,467,0
4,1,0.36,0.57,0.1045,396,0
4,1,0.36,0.62,0.1642,390,0
4,1,0.34,0.66,0.2239,457,0
4,1,0.52,0.59,0.2836,324,0
4,1,0.52,0.59,0.2985,377,0
4,1,0.36,0.46,0.4179,459,0
4,1,0.32,0.45,0.2836,365,0
4,1,0.32,0.45,0.2537,295,0
4,0,0.26,0.56,0.2239,59,0
4,0,0.26,0.48,0.2239,165,0
4,0,0.26,0.48,0.3881,157,0
4,0,0.2,0.69,0,32,0
4,0,0.28,0.46,0.1642,136,0
4,0,0.28,0.45,0.194,138,0
4,1,0.2,0.75,0.194,397,0
4,1,0.38,0.46,0.194,378,0
4,1,0.36,0.5,0.194,354,0
4,1,0.42,0.54,0.0896,432,0
4,1,0.4,0.62,0.1642,431,0
4,1,0.38,0.66,0.194,411,0
1,1,0.36,0.93,0,405,1
1,1,0.44,1,0.3284,229,1
1,1,0.44,1,0.2985,280,1
1,1,0.36,0.87,0,343,1
1,1,0.44,0.67,0.1642,356,1
1,1,0.44,0.62,0.0896,288,1
1,1,0.4,0.76,0.2537,182,1
1,1,0.36,0.53,0.2239,140,1
1,1,0.36,0.5,0.2537,95,1
1,0,0.28,0.7,0.194,27,1
1,0,0.28,0.45,0.1343,68,1
1,0,0.3,0.42,0.0896,35,1
1,0,0.2,0.8,0.1642,5,1
1,0,0.34,0.61,0.1343,44,1
1,0,0.32,0.7,0.194,30,1
1,0,0.32,0.45,0.1343,18,1
1,0,0.34,0.46,0.2239,97,1
1,0,0.32,0.49,0.0896,75,1
1,1,0.3,0.65,0.1642,164,1
1,1,0.4,0.87,0.1343,115,1
1,1,0.38,0.87,0.2836,135,1
1,1,0.32,0.57,0.3582,217,1
1,1,0.28,0.38,0.2537,250,1
1,1,0.26,0.38,0.3284,169,1
1,1,0.2,0.64,0,210,1
1,1,0.3,0.61,0.1642,240,1
1,1,0.3,0.56,0.1343,207,1
1,1,0.24,0.75,0.0896,205,1
1,1,0.38,0.54,0.1642,242,1
1,1,0.36,0.62,0.1343,182,1
1,0,0.34,0.81,0.1343,49,1
1,0,0.42,0.54,0.194,129,1
1,0,0.42,0.54,0.1343,93,1
